soil_type,ph_level,nitrogen,phosphorus,potassium,moisture_level,irrigation_type,soil_health_score,crop_1,crop_2,crop_3,disease_risk,weather_rainfall_mm,temperature_c,humidity_percent,profit_estimate,image_url
Sandy,6.5,47,36,49,71,Sprinkler,50,Maize,Rice,Barley,High,66,34,47,78470,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (549).jpeg
Loamy,7.41,52,29,25,63,Sprinkler,89,Cotton,Maize,Millet,Low,139,32,80,67518,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (781).jpeg
Sandy,7.06,24,21,27,73,Flood,81,Groundnut,Cotton,Millet,Medium,185,20,84,66374,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (545).jpeg
Clay,5.77,24,22,43,76,Flood,51,Sugarcane,Cotton,Groundnut,High,148,20,78,62547,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (677).jpeg
Clay,5.7,31,20,42,53,Sprinkler,59,Soybean,Millet,Barley,Low,186,35,87,30934,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (758).jpeg
Silty,6.28,55,17,38,35,Flood,85,Barley,Maize,Rice,Medium,52,28,40,29422,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (755).jpeg
Loamy,6.31,47,26,30,70,Sprinkler,84,Cotton,Groundnut,Rice,Low,70,26,44,30867,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (966).jpeg
Sandy,6.79,45,30,38,58,Sprinkler,77,Millet,Vegetables,Cotton,High,54,23,66,79523,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (970).jpeg
Silty,6.52,36,32,26,32,Sprinkler,94,Groundnut,Groundnut,Rice,Medium,71,35,78,68546,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (939).jpeg
Silty,7.16,42,19,41,58,Drip,53,Vegetables,Soybean,Wheat,Medium,157,27,78,44643,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (679).jpeg
Silty,6.4,56,37,26,80,Flood,66,Barley,Soybean,Millet,High,107,33,41,20482,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (620).jpeg
Clay,7.42,46,32,23,44,Flood,86,Sugarcane,Rice,Vegetables,Low,116,33,82,52507,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (533).jpeg
Clay,5.93,41,24,41,80,Drip,61,Vegetables,Groundnut,Sugarcane,Medium,121,31,78,20995,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (885).jpeg
Loamy,6.55,41,38,23,76,Drip,57,Groundnut,Cotton,Sugarcane,Medium,141,34,43,52264,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (821).jpeg
Silty,6.1,41,40,25,80,Drip,89,Rice,Rice,Barley,High,123,22,59,61964,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (99).jpeg
Silty,6.2,20,33,38,43,Sprinkler,95,Millet,Maize,Sugarcane,Low,133,33,52,33701,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (593).jpeg
Silty,6.29,32,40,25,44,Sprinkler,64,Rice,Vegetables,Maize,Low,152,35,71,32105,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (976).jpeg
Silty,6.53,34,27,41,35,Flood,68,Millet,Sugarcane,Sugarcane,Medium,173,21,47,31630,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (935).jpeg
Silty,6.89,23,36,32,31,Flood,54,Maize,Rice,Soybean,Low,92,31,66,68145,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (946).jpeg
Loamy,6.51,22,26,48,47,Sprinkler,72,Barley,Maize,Sugarcane,Medium,98,31,66,33595,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (561).jpeg
Silty,6.69,47,18,24,54,Drip,85,Millet,Wheat,Wheat,Low,98,27,52,55201,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (664).jpeg
Clay,7.22,33,20,50,67,Flood,62,Wheat,Wheat,Millet,High,117,35,71,52124,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (646).jpeg
Sandy,6.54,24,35,36,32,Sprinkler,68,Groundnut,Vegetables,Cotton,Medium,92,34,90,50096,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (908).jpeg
Sandy,7.46,60,35,33,62,Sprinkler,61,Groundnut,Cotton,Soybean,Medium,123,21,49,26028,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (951).jpeg
Loamy,6.61,46,29,21,46,Sprinkler,61,Groundnut,Soybean,Vegetables,Low,195,22,76,61043,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (55).jpeg
Silty,7.19,24,15,38,57,Flood,92,Cotton,Sugarcane,Vegetables,Low,67,35,71,50666,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (740).jpeg
Sandy,7.44,23,35,50,55,Drip,75,Rice,Maize,Rice,Medium,142,30,73,67996,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (628).jpeg
Sandy,6.03,21,37,23,63,Flood,91,Wheat,Rice,Barley,Low,118,35,40,59045,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (854).jpeg
Clay,6.1,40,27,41,57,Drip,81,Groundnut,Soybean,Vegetables,Low,56,28,71,47867,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (851).jpeg
Silty,6.41,38,33,50,76,Sprinkler,76,Sugarcane,Vegetables,Groundnut,High,56,22,78,56797,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (736).jpeg
Silty,5.52,27,25,48,72,Sprinkler,54,Soybean,Maize,Soybean,Medium,75,33,83,74767,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (754).jpeg
Loamy,6.74,28,15,44,37,Flood,80,Cotton,Soybean,Groundnut,Medium,191,31,75,22995,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (505).jpeg
Loamy,6.89,50,16,50,74,Drip,70,Barley,Sugarcane,Rice,Low,80,28,55,43997,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (311).jpeg
Sandy,6.92,52,36,29,66,Sprinkler,87,Soybean,Millet,Barley,Medium,98,31,75,79205,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (378).jpeg
Loamy,5.77,51,38,46,52,Drip,51,Groundnut,Barley,Vegetables,High,91,33,59,44033,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/2a.jpg
Clay,7.34,32,31,25,36,Flood,53,Vegetables,Vegetables,Rice,Medium,166,30,66,25152,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (166).jpeg
Silty,5.58,21,23,28,58,Drip,51,Vegetables,Rice,Cotton,Medium,134,25,53,79835,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1007).jpeg
Clay,6.48,46,30,27,70,Sprinkler,62,Wheat,Vegetables,Maize,High,72,30,67,78523,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1014).jpeg
Clay,6.01,42,33,44,50,Flood,95,Rice,Millet,Barley,Medium,138,26,87,56797,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (134).jpeg
Silty,6.19,37,25,41,60,Sprinkler,84,Millet,Maize,Rice,Medium,73,31,77,21538,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (492).jpeg
Loamy,6.85,33,27,32,51,Flood,69,Cotton,Cotton,Rice,High,175,34,64,52696,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (216).jpeg
Clay,5.78,32,22,38,50,Drip,80,Millet,Rice,Millet,High,92,27,43,78378,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (360).jpeg
Silty,7.13,52,21,33,54,Sprinkler,57,Vegetables,Sugarcane,Maize,Low,147,28,49,68473,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/8.jpg
Loamy,7.37,25,29,26,40,Flood,84,Millet,Vegetables,Soybean,Low,152,28,89,23662,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (160).jpeg
Silty,7.26,58,38,20,78,Flood,72,Maize,Wheat,Millet,Medium,179,24,40,54335,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (112).jpeg
Clay,7.3,48,36,23,33,Sprinkler,94,Cotton,Groundnut,Vegetables,Low,84,23,50,30602,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/80.jpg
Sandy,7.45,43,25,27,54,Sprinkler,53,Sugarcane,Cotton,Barley,Low,196,24,76,31425,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/18b.jpg
Loamy,5.63,44,25,31,69,Flood,61,Maize,Maize,Groundnut,Low,65,23,50,35779,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/26.jpg
Sandy,6.16,35,17,29,64,Drip,63,Barley,Rice,Barley,High,153,20,83,64745,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (123).jpeg
Loamy,7.17,59,30,45,53,Sprinkler,68,Barley,Wheat,Wheat,Low,55,21,41,35727,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1011).jpeg
Silty,5.74,25,31,45,47,Drip,76,Soybean,Wheat,Rice,Medium,140,33,47,63446,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (34).jpeg
Sandy,5.98,52,32,39,74,Drip,67,Vegetables,Wheat,Cotton,Low,175,28,72,38121,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (454).jpeg
Clay,6.21,21,21,25,33,Drip,95,Soybean,Vegetables,Wheat,Low,130,33,69,50827,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (259).jpeg
Silty,7.0,57,15,33,44,Flood,73,Barley,Soybean,Soybean,High,88,31,55,23455,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (522).jpeg
Silty,5.55,45,26,21,59,Drip,79,Soybean,Vegetables,Sugarcane,High,89,34,70,45975,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (183).jpeg
Clay,6.12,57,32,30,42,Drip,52,Millet,Soybean,Maize,High,135,22,43,70549,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (278).jpeg
Clay,6.34,22,37,37,51,Sprinkler,54,Millet,Millet,Rice,Medium,171,20,45,56548,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (479).jpeg
Loamy,6.95,30,35,25,44,Drip,65,Sugarcane,Soybean,Cotton,Medium,164,22,57,44313,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (3).jpeg
Loamy,6.75,21,39,43,75,Flood,61,Wheat,Rice,Millet,Medium,169,31,50,28139,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (494).jpeg
Sandy,6.19,41,29,27,43,Sprinkler,50,Wheat,Rice,Barley,Low,150,21,72,62122,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (424).jpeg
Silty,6.64,58,15,39,67,Sprinkler,71,Millet,Barley,Cotton,High,188,22,49,30385,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (186).jpeg
Loamy,6.96,60,34,47,63,Sprinkler,65,Vegetables,Barley,Millet,High,59,20,67,65865,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (408).jpeg
Loamy,5.96,23,15,40,41,Sprinkler,89,Groundnut,Soybean,Sugarcane,Low,105,20,79,21013,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/80a.jpg
Clay,7.39,20,25,41,54,Drip,76,Soybean,Millet,Soybean,High,79,21,56,73598,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/16.jpg
Loamy,6.48,29,34,49,74,Flood,65,Groundnut,Wheat,Maize,Low,113,23,40,66326,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/50.jpg
Sandy,5.93,32,28,23,61,Drip,70,Vegetables,Sugarcane,Vegetables,Low,183,28,64,39407,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (250).jpeg
Clay,7.46,35,35,36,48,Drip,77,Sugarcane,Vegetables,Soybean,Medium,93,22,45,69825,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/77.jpg
Silty,6.85,44,24,28,57,Drip,92,Rice,Rice,Millet,High,154,24,80,51267,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (45).jpeg
Silty,5.63,22,19,42,44,Flood,78,Rice,Maize,Cotton,High,66,20,79,43620,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (192).jpeg
Clay,6.7,30,19,20,66,Drip,60,Soybean,Maize,Sugarcane,High,172,26,83,59373,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (205).jpeg
Clay,6.38,33,20,20,46,Sprinkler,59,Wheat,Wheat,Rice,High,165,27,82,20981,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (215).jpeg
Silty,7.15,41,40,46,66,Flood,93,Millet,Vegetables,Sugarcane,Medium,180,31,51,37064,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (481).jpeg
Clay,7.02,48,35,26,75,Flood,85,Soybean,Wheat,Rice,Medium,133,31,74,41515,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (113).jpeg
Sandy,7.14,45,27,23,75,Flood,79,Sugarcane,Wheat,Soybean,Low,180,23,42,75071,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (357).jpeg
Silty,7.37,53,22,50,78,Drip,85,Millet,Barley,Sugarcane,Low,57,23,80,42723,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (263).jpeg
Clay,6.67,44,28,25,69,Sprinkler,67,Barley,Millet,Sugarcane,High,101,31,86,31896,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (300).jpeg
Clay,7.29,32,34,31,75,Drip,70,Vegetables,Wheat,Rice,High,88,34,56,28956,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (133).jpeg
Silty,6.99,32,33,50,71,Drip,73,Millet,Wheat,Millet,Medium,177,35,69,67671,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (32).jpeg
Silty,7.29,46,28,36,77,Flood,83,Maize,Soybean,Maize,Medium,87,31,40,36817,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (450).jpeg
Loamy,7.11,59,36,24,51,Sprinkler,79,Millet,Millet,Soybean,Low,144,30,85,66263,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (446).jpeg
Clay,6.86,23,25,42,80,Flood,58,Vegetables,Wheat,Soybean,Medium,89,23,49,24211,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (131).jpeg
Silty,6.1,35,17,27,59,Sprinkler,81,Wheat,Millet,Rice,High,188,34,64,62286,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1016).jpeg
Silty,5.5,27,31,41,55,Flood,91,Rice,Cotton,Soybean,Medium,167,34,51,61384,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (307).jpeg
Clay,5.56,38,17,26,31,Drip,94,Groundnut,Wheat,Soybean,Medium,173,26,87,32808,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (182).jpeg
Loamy,5.8,24,39,49,62,Sprinkler,89,Barley,Soybean,Vegetables,Low,194,32,68,20154,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (509).jpeg
Loamy,6.35,44,34,35,78,Flood,95,Barley,Barley,Millet,Low,62,35,58,48271,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (511).jpeg
Silty,6.23,42,39,24,73,Sprinkler,75,Barley,Millet,Wheat,Low,200,35,61,36535,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (413).jpeg
Clay,6.01,57,15,35,65,Flood,68,Cotton,Vegetables,Cotton,Low,115,25,53,23349,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (151).jpeg
Clay,6.21,37,23,25,48,Drip,51,Barley,Barley,Cotton,High,118,35,43,29564,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1013).jpeg
Clay,6.51,38,27,48,34,Flood,67,Barley,Wheat,Rice,Medium,95,24,83,75127,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (524).jpeg
Loamy,7.25,29,32,48,66,Sprinkler,85,Vegetables,Maize,Barley,Medium,94,21,79,65890,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (51).jpeg
Sandy,5.71,36,27,41,68,Sprinkler,92,Millet,Soybean,Wheat,High,190,29,85,67948,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (475).jpeg
Loamy,7.5,23,29,38,51,Sprinkler,94,Maize,Cotton,Cotton,Low,124,24,62,23242,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (194).jpeg
Clay,6.56,25,21,38,79,Drip,54,Barley,Wheat,Millet,Medium,142,23,49,76759,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (164).jpeg
Silty,6.47,25,19,40,80,Flood,71,Groundnut,Cotton,Millet,Medium,57,34,40,52918,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (269).jpeg
Sandy,6.8,43,24,23,51,Drip,64,Millet,Cotton,Wheat,Low,189,31,86,72526,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/32.jpg
Loamy,6.76,22,32,26,77,Sprinkler,94,Barley,Vegetables,Cotton,Low,51,24,75,28401,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/54.jpg
Clay,5.59,45,33,37,63,Drip,86,Rice,Maize,Groundnut,Low,98,26,59,68516,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (132).jpeg
Silty,6.34,30,33,48,51,Flood,50,Groundnut,Soybean,Maize,Medium,180,27,86,46078,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (350).jpeg
Clay,6.48,50,15,37,73,Flood,77,Cotton,Groundnut,Barley,Low,114,34,83,29673,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1008).jpeg
Loamy,5.93,42,33,38,69,Drip,77,Millet,Soybean,Vegetables,Low,175,31,73,79996,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/75.jpg
Silty,5.97,38,27,36,59,Flood,60,Cotton,Barley,Barley,High,116,35,70,39366,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (233).jpeg
Sandy,6.43,39,25,47,35,Drip,82,Vegetables,Wheat,Maize,High,132,26,57,70431,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (339).jpeg
Loamy,6.48,60,36,22,74,Drip,94,Wheat,Maize,Groundnut,High,191,25,42,79191,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/15.jpg
Sandy,6.69,54,16,49,41,Flood,95,Cotton,Groundnut,Millet,High,117,28,56,53104,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (504).jpeg
Clay,6.37,37,19,44,41,Sprinkler,82,Cotton,Wheat,Groundnut,High,99,29,60,74645,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (53).jpeg
Silty,7.24,20,35,31,51,Sprinkler,80,Sugarcane,Barley,Groundnut,Low,167,21,45,56634,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (161).jpeg
Sandy,6.26,23,23,39,79,Flood,52,Millet,Rice,Rice,Medium,64,22,83,37236,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (305).jpeg
Sandy,5.52,55,17,42,79,Sprinkler,71,Groundnut,Millet,Wheat,High,99,34,52,39687,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (163).jpeg
Loamy,7.48,46,28,41,73,Drip,92,Sugarcane,Wheat,Groundnut,Medium,136,26,72,70366,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (37).jpeg
Clay,6.98,27,23,32,61,Drip,55,Maize,Cotton,Vegetables,Low,130,24,79,43859,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (362).jpeg
Clay,7.24,47,15,30,74,Flood,73,Millet,Sugarcane,Barley,Medium,151,29,44,40286,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (185).jpeg
Silty,5.96,43,18,29,74,Drip,54,Millet,Vegetables,Groundnut,Medium,68,35,85,34204,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (18).jpeg
Clay,6.82,20,39,21,63,Drip,62,Rice,Groundnut,Cotton,Medium,135,21,83,78410,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (1000).jpeg
Silty,5.85,24,16,45,49,Flood,95,Wheat,Rice,Sugarcane,High,71,35,43,51453,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (419).jpeg
Sandy,5.88,41,30,20,67,Drip,73,Cotton,Millet,Vegetables,High,174,31,72,74991,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (314).jpeg
Loamy,6.94,22,37,26,61,Drip,77,Maize,Groundnut,Rice,High,166,20,48,30907,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (2).jpeg
Sandy,6.55,23,25,34,64,Drip,71,Barley,Rice,Vegetables,Medium,69,29,63,45140,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (274).jpeg
Loamy,6.0,50,36,43,42,Flood,64,Groundnut,Rice,Sugarcane,Medium,96,26,47,25607,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/4.jpg
Sandy,6.75,25,36,38,76,Sprinkler,70,Millet,Rice,Sugarcane,High,128,21,46,34646,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (232).jpeg
Loamy,6.62,41,25,32,56,Sprinkler,94,Maize,Vegetables,Millet,Low,115,35,47,66616,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (190).jpeg
Clay,7.43,43,39,37,40,Drip,78,Millet,Rice,Vegetables,High,130,27,60,49916,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (374).jpeg
Sandy,7.2,29,22,41,64,Flood,58,Maize,Wheat,Sugarcane,Low,121,35,44,66227,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (154).jpeg
Loamy,5.95,58,18,21,30,Flood,92,Barley,Vegetables,Soybean,High,57,29,84,69940,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (423).jpeg
Sandy,6.05,38,36,33,49,Flood,77,Vegetables,Wheat,Vegetables,Low,90,23,46,60857,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (43).jpeg
Loamy,5.96,41,32,27,74,Flood,79,Barley,Rice,Cotton,High,136,21,45,64654,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (340).jpeg
Sandy,6.27,35,20,42,68,Sprinkler,83,Groundnut,Maize,Rice,High,63,22,49,77965,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/25.jpg
Sandy,5.76,21,25,41,51,Drip,61,Maize,Barley,Cotton,Medium,151,32,54,34640,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (107).jpeg
Silty,6.8,37,19,20,63,Drip,51,Maize,Vegetables,Groundnut,Medium,152,24,48,47009,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (482).jpeg
Loamy,6.99,39,29,29,62,Flood,61,Vegetables,Millet,Barley,Medium,149,29,83,65323,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (20).jpeg
Clay,5.94,22,16,42,51,Flood,87,Soybean,Soybean,Maize,Low,145,25,51,53321,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/80b.jpg
Clay,5.68,22,33,21,65,Sprinkler,65,Groundnut,Soybean,Groundnut,Medium,200,21,63,23768,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (291).jpeg
Clay,6.02,39,38,42,67,Sprinkler,75,Cotton,Cotton,Maize,Medium,99,28,63,46679,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/13.jpg
Sandy,6.58,23,39,27,54,Drip,83,Wheat,Millet,Groundnut,Low,57,32,64,61528,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (210).jpeg
Loamy,5.65,58,21,29,57,Sprinkler,59,Vegetables,Sugarcane,Vegetables,Low,178,21,68,34123,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (488).jpeg
Loamy,5.73,53,26,33,55,Flood,65,Sugarcane,Soybean,Sugarcane,Medium,120,23,86,52284,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (294).jpeg
Loamy,5.54,30,24,30,64,Flood,51,Cotton,Barley,Millet,Low,132,29,86,47867,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/37.jpg
Loamy,6.34,32,34,35,54,Flood,71,Vegetables,Sugarcane,Maize,Medium,126,27,47,63835,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (266).jpeg
Loamy,7.24,25,28,43,70,Flood,84,Millet,Maize,Groundnut,Low,128,35,89,29750,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/20c.jpg
Loamy,6.31,44,26,34,80,Drip,60,Rice,Soybean,Maize,Medium,146,21,45,28903,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/49.jpg
Sandy,6.08,21,17,22,51,Flood,79,Millet,Sugarcane,Cotton,Low,77,26,50,35790,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (223).jpeg
Clay,6.01,46,36,47,34,Drip,52,Sugarcane,Sugarcane,Groundnut,Medium,91,24,60,25945,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (472).jpeg
Clay,6.65,57,40,43,54,Drip,67,Soybean,Cotton,Soybean,High,54,33,50,29610,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (220).jpeg
Clay,7.44,41,40,23,44,Drip,65,Barley,Sugarcane,Sugarcane,Medium,176,22,74,74134,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (296).jpeg
Silty,6.85,22,28,23,35,Sprinkler,73,Vegetables,Barley,Soybean,Low,103,31,90,50398,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/56.jpg
Sandy,6.06,26,26,48,42,Drip,89,Maize,Maize,Wheat,Low,124,28,61,72976,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (171).jpeg
Clay,5.9,40,40,49,75,Drip,59,Maize,Wheat,Wheat,High,73,32,83,67214,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (513).jpeg
Loamy,6.24,45,33,29,45,Flood,63,Vegetables,Rice,Groundnut,Medium,75,23,56,75667,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (468).jpeg
Sandy,7.1,56,37,37,72,Flood,77,Rice,Wheat,Cotton,Low,90,32,84,75174,/content/drive/MyDrive/dataset/CyAUG-Dataset/Red_Soil/r (25).jpeg
